Loan_ID,Total_Income,Income_Bucket,Credit_Category,Avg_Area_Loan,Loan_Status,Category_Count
LP001761,6400.0,1,Good,150.59310344827585,1,380
LP002941,7383.0,1,Good,150.59310344827585,0,380
LP002190,6325.0,1,Good,141.90217391304347,1,380
LP001807,7550.0,1,Good,150.59310344827585,1,380
LP001318,11904.0,1,Good,141.90217391304347,1,380
LP001758,7945.0,1,Good,141.90217391304347,1,380
LP001750,6250.0,1,Good,141.90217391304347,1,380
LP002181,6216.0,1,Good,150.59310344827585,0,380
LP002640,8069.0,2,Good,141.90217391304347,1,380
LP001813,10383.0,2,Good,143.3972602739726,0,380
LP001657,6033.0,2,Good,143.3972602739726,0,380
LP002494,6000.0,2,Good,150.59310344827585,1,380
LP002931,6000.0,2,Good,141.90217391304347,0,380
LP002231,6000.0,2,Good,143.3972602739726,1,380
LP001046,11580.0,2,Good,143.3972602739726,1,380
LP002229,10173.0,2,Good,141.90217391304347,1,380
LP002820,7977.0,2,Good,150.59310344827585,1,380
LP001002,5849.0,2,Good,143.3972602739726,1,380
LP002348,5829.0,2,Good,150.59310344827585,1,380
LP001144,5821.0,2,Good,143.3972602739726,1,380
LP001798,10819.0,2,Good,150.59310344827585,1,380
LP002082,7978.0,2,Good,141.90217391304347,1,380
LP002821,5800.0,2,Good,141.90217391304347,1,380
LP001225,10321.0,2,Good,141.90217391304347,0,380
LP001594,11333.0,2,Good,141.90217391304347,1,380
LP001715,5703.0,2,Good,150.59310344827585,1,380
LP002953,5703.0,2,Good,143.3972602739726,1,380
LP001310,9862.0,2,Good,141.90217391304347,1,380
LP002692,7101.0,2,Good,150.59310344827585,1,380
LP001426,8334.0,2,Good,150.59310344827585,1,380
LP001138,5649.0,2,Good,143.3972602739726,1,380
LP001421,7710.0,2,Good,150.59310344827585,0,380
LP002524,10180.0,2,Good,150.59310344827585,1,380
LP002106,9993.0,2,Good,141.90217391304347,1,380
LP001784,6760.0,2,Good,150.59310344827585,1,380
LP002792,6500.0,2,Good,141.90217391304347,1,380
LP001011,9613.0,2,Good,143.3972602739726,1,380
LP001498,5417.0,2,Good,143.3972602739726,1,380
LP002225,5391.0,2,Good,143.3972602739726,1,380
LP001385,5316.0,2,Good,143.3972602739726,1,380
LP001253,7040.0,2,Good,141.90217391304347,1,380
LP002110,5938.0,2,Good,150.59310344827585,1,380
LP002489,5191.0,2,Good,141.90217391304347,1,380
LP002197,5185.0,2,Good,141.90217391304347,1,380
LP002160,8334.0,2,Good,141.90217391304347,1,380
LP001872,5166.0,2,Good,141.90217391304347,1,380
LP001398,5050.0,2,Good,141.90217391304347,1,380
LP001497,7125.0,2,Good,150.59310344827585,0,380
LP001955,7541.0,2,Good,150.59310344827585,0,380
LP001974,5000.0,2,Good,150.59310344827585,1,380
LP001032,4950.0,2,Good,143.3972602739726,1,380
LP001487,4895.0,2,Good,141.90217391304347,1,380
LP001038,4887.0,2,Good,150.59310344827585,0,380
LP002615,10489.0,2,Good,141.90217391304347,1,380
LP001520,5690.0,2,Good,141.90217391304347,1,380
LP001349,8649.0,2,Good,141.90217391304347,1,380
LP001760,4758.0,2,Good,141.90217391304347,1,380
LP002925,4750.0,2,Good,141.90217391304347,1,380
LP002175,7083.0,2,Good,143.3972602739726,1,380
LP002161,4723.0,2,Good,141.90217391304347,0,380
LP001877,6095.0,2,Good,141.90217391304347,1,380
LP002418,6700.0,2,Good,141.90217391304347,1,380
LP001136,4695.0,2,Good,143.3972602739726,1,380
LP001097,4692.0,2,Good,150.59310344827585,0,380
LP002519,4691.0,2,Good,141.90217391304347,1,380
LP002697,6767.0,2,Good,141.90217391304347,0,380
LP001954,4666.0,2,Good,143.3972602739726,1,380
LP002434,4652.0,2,Good,150.59310344827585,1,380
LP001356,8235.0,2,Good,141.90217391304347,1,380
LP001179,4616.0,2,Good,143.3972602739726,0,380
LP002367,4606.0,2,Good,150.59310344827585,0,380
LP001636,4600.0,2,Good,141.90217391304347,1,380
LP001003,6091.0,2,Good,150.59310344827585,0,380
LP001489,4583.0,2,Good,150.59310344827585,0,380
LP001577,4583.0,2,Good,150.59310344827585,0,380
LP002555,6666.0,2,Good,141.90217391304347,1,380
LP001552,10208.0,2,Good,141.90217391304347,1,380
LP002119,5783.0,2,Good,143.3972602739726,1,380
LP002305,4547.0,2,Good,141.90217391304347,1,380
LP001949,5666.0,2,Good,143.3972602739726,1,380
LP001692,4408.0,2,Good,141.90217391304347,1,380
LP002097,6177.0,2,Good,143.3972602739726,1,380
LP002472,4354.0,2,Good,150.59310344827585,1,380
LP002534,4350.0,3,Good,150.59310344827585,1,380
LP001603,5080.0,3,Good,141.90217391304347,0,380
LP002053,4531.0,3,Good,141.90217391304347,1,380
LP002086,6784.0,3,Good,143.3972602739726,0,380
LP002459,4301.0,3,Good,143.3972602739726,1,380
LP001439,6314.0,3,Good,150.59310344827585,1,380
LP001345,7551.0,3,Good,143.3972602739726,1,380
LP002912,7283.0,3,Good,150.59310344827585,0,380
LP002720,4281.0,3,Good,143.3972602739726,1,380
LP001164,4230.0,3,Good,141.90217391304347,0,380
LP001073,5266.0,3,Good,143.3972602739726,1,380
LP001493,5630.0,3,Good,150.59310344827585,0,380
LP001664,4191.0,3,Good,150.59310344827585,1,380
LP001334,4188.0,3,Good,141.90217391304347,1,380
LP002804,6486.0,3,Good,141.90217391304347,1,380
LP001570,5614.0,3,Good,150.59310344827585,1,380
LP001430,4166.0,3,Good,141.90217391304347,1,380
LP001114,11376.0,3,Good,143.3972602739726,1,380
LP002114,4160.0,3,Good,141.90217391304347,1,380
LP001322,4133.0,3,Good,141.90217391304347,1,380
LP001931,4124.0,3,Good,141.90217391304347,1,380
LP002979,4106.0,3,Good,150.59310344827585,1,380
LP001875,7542.0,3,Good,150.59310344827585,1,380
LP001743,5726.0,3,Good,141.90217391304347,1,380
LP001018,5532.0,3,Good,143.3972602739726,1,380
LP001978,6500.0,3,Good,150.59310344827585,1,380
LP001151,6275.0,3,Good,141.90217391304347,1,380
LP001903,7267.0,3,Good,141.90217391304347,1,380
LP001682,3992.0,3,Good,143.3972602739726,0,380
LP001275,3988.0,3,Good,143.3972602739726,1,380
LP002964,5398.0,3,Good,150.59310344827585,1,380
LP001698,6506.0,3,Good,150.59310344827585,1,380
LP001131,6277.0,3,Good,141.90217391304347,1,380
LP001914,4727.0,3,Good,141.90217391304347,1,380
LP001691,3917.0,3,Good,141.90217391304347,1,380
LP001896,3900.0,3,Good,141.90217391304347,1,380
LP002798,6556.0,3,Good,141.90217391304347,1,380
LP002151,3875.0,3,Good,143.3972602739726,0,380
LP002318,3867.0,3,Good,141.90217391304347,0,380
LP001449,5505.0,3,Good,150.59310344827585,1,380
LP002936,7159.0,3,Good,150.59310344827585,1,380
LP002455,3859.0,3,Good,141.90217391304347,1,380
LP001658,3858.0,3,Good,141.90217391304347,1,380
LP001720,4833.0,3,Good,141.90217391304347,1,380
LP002619,5297.0,3,Good,141.90217391304347,1,380
LP002144,3813.0,3,Good,143.3972602739726,1,380
LP001790,3812.0,3,Good,150.59310344827585,1,380
LP001993,5428.0,3,Good,150.59310344827585,1,380
LP001087,5833.0,3,Good,141.90217391304347,1,380
LP001255,3750.0,3,Good,143.3972602739726,0,380
LP001256,8500.0,3,Good,143.3972602739726,0,380
LP002390,3750.0,3,Good,143.3972602739726,1,380
LP001726,5502.0,3,Good,141.90217391304347,1,380
LP002035,3717.0,3,Good,141.90217391304347,1,380
LP001768,3716.0,3,Good,150.59310344827585,1,380
LP001574,6873.0,3,Good,150.59310344827585,1,380
LP001926,5704.0,3,Good,150.59310344827585,1,380
LP002571,3691.0,3,Good,150.59310344827585,1,380
LP002807,3917.0,3,Good,141.90217391304347,1,380
LP001112,5126.0,3,Good,141.90217391304347,1,380
LP002237,3667.0,3,Good,143.3972602739726,1,380
LP002408,8724.0,3,Good,141.90217391304347,1,380
LP002753,3652.0,3,Good,141.90217391304347,1,380
LP001639,3625.0,3,Good,141.90217391304347,1,380
LP001325,3620.0,3,Good,141.90217391304347,1,380
LP002738,3617.0,3,Good,141.90217391304347,1,380
LP002637,4885.0,3,Good,150.59310344827585,0,380
LP002625,3583.0,3,Good,143.3972602739726,0,380
LP002435,4915.0,3,Good,150.59310344827585,0,380
LP001586,3522.0,3,Good,150.59310344827585,0,380
LP001248,3500.0,3,Good,141.90217391304347,1,380
LP001688,4583.0,3,Good,143.3972602739726,1,380
LP001606,5461.0,3,Good,150.59310344827585,1,380
LP001870,3481.0,3,Good,141.90217391304347,0,380
LP002429,4676.0,3,Good,150.59310344827585,1,380
LP002659,6894.0,3,Good,150.59310344827585,1,380
LP001482,3459.0,3,Good,141.90217391304347,1,380
LP001883,3418.0,3,Good,150.59310344827585,0,380
LP001702,3418.0,3,Good,141.90217391304347,0,380
LP002842,5167.0,3,Good,143.3972602739726,1,380
LP001137,3410.0,4,Good,143.3972602739726,1,380
LP001811,7823.0,4,Good,141.90217391304347,1,380
LP002684,3400.0,4,Good,150.59310344827585,0,380
LP002961,5900.0,4,Good,141.90217391304347,1,380
LP002031,5039.0,4,Good,143.3972602739726,1,380
LP001197,5566.0,4,Good,150.59310344827585,0,380
LP002768,3358.0,4,Good,141.90217391304347,0,380
LP001199,6216.0,4,Good,143.3972602739726,1,380
LP002226,5833.0,4,Good,141.90217391304347,1,380
LP002836,3333.0,4,Good,143.3972602739726,1,380
LP002785,6583.0,4,Good,143.3972602739726,1,380
LP002586,4239.0,4,Good,141.90217391304347,1,380
LP001491,6816.0,4,Good,143.3972602739726,1,380
LP001792,3315.0,4,Good,141.90217391304347,1,380
LP002643,5318.0,4,Good,143.3972602739726,1,380
LP001319,5093.0,4,Good,143.3972602739726,1,380
LP001535,3254.0,4,Good,143.3972602739726,1,380
LP001751,3250.0,4,Good,150.59310344827585,0,380
LP002347,4663.0,4,Good,141.90217391304347,1,380
LP001693,3244.0,4,Good,143.3972602739726,1,380
LP001888,3237.0,4,Good,143.3972602739726,1,380
LP002974,5182.0,4,Good,150.59310344827585,1,380
LP002874,5968.0,4,Good,143.3972602739726,1,380
LP001243,6274.0,4,Good,143.3972602739726,1,380
LP001024,3900.0,4,Good,143.3972602739726,1,380
LP001770,5787.0,4,Good,150.59310344827585,1,380
LP002888,6099.0,4,Good,143.3972602739726,1,380
LP002126,3173.0,4,Good,141.90217391304347,1,380
LP001716,6194.0,4,Good,143.3972602739726,1,380
LP001404,5450.0,4,Good,141.90217391304347,1,380
LP001095,3167.0,4,Good,143.3972602739726,0,380
LP002894,3166.0,4,Good,141.90217391304347,1,380
LP002606,3159.0,4,Good,141.90217391304347,1,380
LP002868,3620.0,4,Good,143.3972602739726,1,380
LP001924,6211.0,4,Good,150.59310344827585,1,380
LP001778,4934.0,4,Good,141.90217391304347,1,380
LP001904,4403.0,4,Good,143.3972602739726,1,380
LP002266,4500.0,4,Good,143.3972602739726,1,380
LP002536,3095.0,4,Good,150.59310344827585,1,380
LP001157,3086.0,4,Good,141.90217391304347,1,380
LP001846,3083.0,4,Good,150.59310344827585,1,380
LP002131,5251.0,4,Good,143.3972602739726,1,380
LP001936,5491.0,4,Good,150.59310344827585,1,380
LP002224,3069.0,4,Good,143.3972602739726,0,380
LP001367,4082.0,4,Good,143.3972602739726,1,380
LP002281,4492.0,4,Good,143.3972602739726,1,380
LP002487,5203.0,4,Good,150.59310344827585,1,380
LP002928,6416.0,4,Good,141.90217391304347,1,380
LP001005,3000.0,4,Good,143.3972602739726,1,380
LP001546,5063.0,4,Good,150.59310344827585,1,380
LP001806,8666.0,4,Good,143.3972602739726,1,380
LP002533,4550.0,4,Good,143.3972602739726,0,380
LP002098,2935.0,4,Good,141.90217391304347,1,380
LP001387,5262.0,4,Good,141.90217391304347,1,380
LP002004,5332.0,4,Good,141.90217391304347,1,380
LP002369,2936.12000084,4,Good,150.59310344827585,1,380
LP002739,3453.0,4,Good,150.59310344827585,0,380
LP002978,2900.0,4,Good,150.59310344827585,1,380
LP002600,2895.0,4,Good,141.90217391304347,1,380
LP002950,5686.0,4,Good,150.59310344827585,1,380
LP001824,4725.0,4,Good,141.90217391304347,1,380
LP001884,4436.0,4,Good,143.3972602739726,1,380
LP001972,4625.0,4,Good,141.90217391304347,1,380
LP001892,4690.0,4,Good,150.59310344827585,1,380
LP001068,5052.0,4,Good,141.90217391304347,1,380
LP002777,4801.0,4,Good,150.59310344827585,1,380
LP002767,4718.0,4,Good,150.59310344827585,1,380
LP002209,4223.0,4,Good,143.3972602739726,1,380
LP001900,4592.0,4,Good,141.90217391304347,1,380
LP001478,2718.0,4,Good,141.90217391304347,1,380
LP001507,4732.0,4,Good,141.90217391304347,1,380
LP002366,6966.0,4,Good,150.59310344827585,1,380
LP002141,4749.0,4,Good,150.59310344827585,1,380
LP002115,4234.0,5,Good,150.59310344827585,0,380
LP001894,4843.0,5,Good,141.90217391304347,1,380
LP001925,4317.0,5,Good,141.90217391304347,0,380
LP001674,5100.0,5,Good,141.90217391304347,1,380
LP001041,6100.0,5,Good,143.3972602739726,1,380
LP002341,2600.0,5,Good,143.3972602739726,0,380
LP001841,4750.0,5,Good,150.59310344827585,1,380
LP001006,4941.0,5,Good,143.3972602739726,1,380
LP001529,6327.0,5,Good,150.59310344827585,1,380
LP002732,4592.0,5,Good,150.59310344827585,1,380
LP002772,4309.0,5,Good,150.59310344827585,1,380
LP002006,2507.0,5,Good,150.59310344827585,1,380
LP002112,7100.0,5,Good,150.59310344827585,1,380
LP002690,2500.0,5,Good,141.90217391304347,1,380
LP001282,4618.0,5,Good,141.90217391304347,1,380
LP001027,4340.0,5,Good,143.3972602739726,1,380
LP002129,4957.0,5,Good,141.90217391304347,1,380
LP002784,4867.0,5,Good,150.59310344827585,1,380
LP001765,4545.0,5,Good,141.90217391304347,1,380
LP002626,5492.0,5,Good,143.3972602739726,1,380
LP002556,2435.0,5,Good,143.3972602739726,0,380
LP002387,4765.0,5,Good,141.90217391304347,1,380
LP002143,2928.0,5,Good,141.90217391304347,1,380
LP002051,4567.0,5,Good,141.90217391304347,1,380
LP002960,6200.0,5,Good,143.3972602739726,0,380
LP001947,5717.0,5,Good,141.90217391304347,1,380
LP002116,2378.0,5,Good,150.59310344827585,0,380
LP001279,4897.0,5,Good,141.90217391304347,1,380
LP002239,3946.0,5,Good,141.90217391304347,1,380
LP001013,3849.0,5,Good,143.3972602739726,1,380
LP002244,4750.0,5,Good,143.3972602739726,1,380
LP001514,6816.0,5,Good,141.90217391304347,1,380
LP001915,3286.7999877999996,5,Good,143.3972602739726,1,380
LP002916,3819.0,5,Good,143.3972602739726,1,380
LP001532,2281.0,5,Good,150.59310344827585,0,380
LP001106,4342.0,5,Good,143.3972602739726,1,380
LP002332,4286.0,5,Good,150.59310344827585,1,380
LP002755,4763.0,5,Good,143.3972602739726,1,380
LP002314,2213.0,5,Good,150.59310344827585,1,380
LP002689,3934.0,5,Good,141.90217391304347,1,380
LP002917,2165.0,5,Good,141.90217391304347,1,380
LP002648,8796.0,5,Good,141.90217391304347,0,380
LP002537,5233.0,5,Good,141.90217391304347,1,380
LP001384,2825.0,5,Good,141.90217391304347,1,380
LP001608,3664.0,5,Good,150.59310344827585,1,380
LP002670,3663.0,5,Good,141.90217391304347,1,380
LP001473,3943.0,5,Good,143.3972602739726,1,380
LP001963,4939.0,5,Good,143.3972602739726,0,380
LP001990,2000.0,5,Good,143.3972602739726,0,380
LP002265,3618.0,5,Good,141.90217391304347,1,380
LP001333,2974.0,5,Good,141.90217391304347,1,380
LP002300,1963.0,5,Good,141.90217391304347,1,380
LP002544,4394.0,5,Good,150.59310344827585,1,380
LP001155,3572.0,5,Good,141.90217391304347,1,380
LP002398,3777.0,5,Good,141.90217391304347,1,380
LP001669,4272.0,5,Good,143.3972602739726,1,380
LP001245,3750.0,5,Good,141.90217391304347,1,380
LP001560,2904.0,5,Good,141.90217391304347,1,380
LP002893,35673.0,5,Good,143.3972602739726,0,380
LP001581,3589.0,5,Good,150.59310344827585,1,380
LP002361,3539.0,5,Good,143.3972602739726,1,380
LP001825,3677.0,5,Good,143.3972602739726,1,380
LP001120,3013.0,5,Good,143.3972602739726,1,380
LP002877,4014.0,5,Good,150.59310344827585,1,380
LP001977,3428.0,5,Good,143.3972602739726,1,380
LP001518,2963.0,5,Good,143.3972602739726,1,380
LP001086,1442.0,5,Good,143.3972602739726,0,380
LP001267,3259.0,5,Good,143.3972602739726,0,380
LP001030,2385.0,5,Good,143.3972602739726,1,380
LP002345,3798.0,5,Good,150.59310344827585,1,380
LP001259,4022.0,5,Good,143.3972602739726,0,380
LP001644,5970.0,5,Good,150.59310344827585,1,380
LP002603,4328.0,5,Good,150.59310344827585,1,380
LP001722,1950.0,5,Good,150.59310344827585,0,380
LP002317,81000.0,1,Poor,150.59310344827585,0,68
LP001536,39999.0,1,Poor,141.90217391304347,1,68
LP001186,11500.0,1,Poor,143.3972602739726,0,68
LP001451,14363.0,1,Poor,143.3972602739726,0,68
LP002403,10416.0,1,Poor,143.3972602739726,0,68
LP002067,13649.0,1,Poor,150.59310344827585,0,68
LP002315,8300.0,1,Poor,141.90217391304347,0,68
LP002362,8917.0,1,Poor,143.3972602739726,0,68
LP002778,6633.0,1,Poor,150.59310344827585,0,68
LP002379,6500.0,1,Poor,150.59310344827585,0,68
LP001633,13650.0,1,Poor,143.3972602739726,0,68
LP002602,10699.0,1,Poor,150.59310344827585,0,68
LP001528,6277.0,1,Poor,150.59310344827585,0,68
LP001849,6045.0,2,Poor,150.59310344827585,0,68
LP001610,16816.0,2,Poor,141.90217391304347,0,68
LP002142,5500.0,2,Poor,150.59310344827585,0,68
LP001945,5417.0,2,Poor,143.3972602739726,0,68
LP002706,6715.0,2,Poor,141.90217391304347,1,68
LP002188,5124.0,2,Poor,150.59310344827585,0,68
LP002847,6567.0,2,Poor,143.3972602739726,0,68
LP002776,5000.0,2,Poor,141.90217391304347,0,68
LP001732,5000.0,2,Poor,141.90217391304347,0,68
LP001213,4945.0,2,Poor,150.59310344827585,0,68
LP002068,4917.0,2,Poor,150.59310344827585,1,68
LP001250,4755.0,2,Poor,141.90217391304347,0,68
LP002990,4583.0,2,Poor,141.90217391304347,0,68
LP001882,6144.0,3,Poor,143.3972602739726,1,68
LP001241,4300.0,3,Poor,141.90217391304347,0,68
LP002493,4166.0,3,Poor,141.90217391304347,0,68
LP001222,4166.0,3,Poor,141.90217391304347,0,68
LP002448,5681.0,3,Poor,150.59310344827585,0,68
LP001379,7400.0,3,Poor,143.3972602739726,0,68
LP002723,3588.0,3,Poor,150.59310344827585,0,68
LP001391,7686.0,3,Poor,150.59310344827585,0,68
LP002130,6753.0,3,Poor,150.59310344827585,0,68
LP001036,3510.0,3,Poor,143.3972602739726,0,68
LP001711,4680.0,3,Poor,141.90217391304347,0,68
LP002837,5900.0,4,Poor,150.59310344827585,0,68
LP002443,5050.0,4,Poor,150.59310344827585,0,68
LP001228,5454.0,4,Poor,143.3972602739726,0,68
LP002277,3180.0,4,Poor,143.3972602739726,0,68
LP001263,7167.0,4,Poor,141.90217391304347,0,68
LP002841,5230.0,4,Poor,143.3972602739726,0,68
LP001565,4369.0,4,Poor,141.90217391304347,0,68
LP002872,5297.0,4,Poor,141.90217391304347,0,68
LP002205,5049.0,4,Poor,143.3972602739726,0,68
LP001014,5540.0,4,Poor,141.90217391304347,0,68
LP002243,6146.0,4,Poor,143.3972602739726,0,68
LP002158,4666.0,4,Poor,143.3972602739726,0,68
LP002943,2987.0,4,Poor,141.90217391304347,0,68
LP002500,4611.0,4,Poor,143.3972602739726,0,68
LP002288,2889.0,4,Poor,143.3972602739726,0,68
LP002530,4745.0,4,Poor,141.90217391304347,0,68
LP002911,4704.0,4,Poor,150.59310344827585,0,68
LP002357,2720.0,4,Poor,143.3972602739726,0,68
LP002517,4153.0,4,Poor,150.59310344827585,0,68
LP002449,4949.0,5,Poor,150.59310344827585,1,68
LP001630,3784.0,5,Poor,143.3972602739726,0,68
LP002446,3564.0,5,Poor,150.59310344827585,0,68
LP001579,2237.0,5,Poor,141.90217391304347,0,68
LP001736,2221.0,5,Poor,143.3972602739726,0,68
LP001641,2178.0,5,Poor,150.59310344827585,0,68
LP002335,5386.0,5,Poor,141.90217391304347,0,68
LP002743,2138.0,5,Poor,141.90217391304347,0,68
LP001431,11117.0,5,Poor,141.90217391304347,1,68
LP002113,1830.0,5,Poor,143.3972602739726,0,68
LP001835,5558.0,5,Poor,141.90217391304347,0,68
LP002287,3300.0,5,Poor,141.90217391304347,0,68
LP002624,27500.0,1,Unknown,143.3972602739726,1,43
LP001469,20166.0,1,Unknown,143.3972602739726,1,43
LP002729,11250.0,1,Unknown,141.90217391304347,0,43
LP001998,7667.0,1,Unknown,150.59310344827585,1,43
LP002424,15666.0,1,Unknown,150.59310344827585,1,43
LP001326,6782.0,1,Unknown,143.3972602739726,0,43
LP002137,10916.0,1,Unknown,141.90217391304347,1,43
LP002319,6256.0,1,Unknown,143.3972602739726,1,43
LP001865,10333.0,2,Unknown,143.3972602739726,1,43
LP001465,8649.0,2,Unknown,150.59310344827585,0,43
LP001541,6000.0,2,Unknown,150.59310344827585,1,43
LP001273,8250.0,2,Unknown,141.90217391304347,0,43
LP002008,5746.0,2,Unknown,150.59310344827585,1,43
LP001786,5746.0,2,Unknown,143.3972602739726,0,43
LP002562,6464.0,2,Unknown,143.3972602739726,1,43
LP001864,4931.0,2,Unknown,141.90217391304347,0,43
LP002588,7482.0,2,Unknown,143.3972602739726,1,43
LP002833,4467.0,2,Unknown,150.59310344827585,1,43
LP002223,4310.0,3,Unknown,141.90217391304347,1,43
LP001734,6666.0,3,Unknown,141.90217391304347,1,43
LP001091,7535.0,3,Unknown,143.3972602739726,0,43
LP001908,4100.0,3,Unknown,150.59310344827585,1,43
LP001052,6642.0,3,Unknown,141.90217391304347,0,43
LP001034,3596.0,3,Unknown,143.3972602739726,1,43
LP001788,3463.0,3,Unknown,143.3972602739726,1,43
LP001671,6232.0,4,Unknown,141.90217391304347,1,43
LP001280,5333.0,4,Unknown,141.90217391304347,1,43
LP002272,3760.0,4,Unknown,141.90217391304347,1,43
LP002178,6046.0,4,Unknown,143.3972602739726,1,43
LP002444,4311.0,4,Unknown,141.90217391304347,0,43
LP002560,5484.0,4,Unknown,141.90217391304347,1,43
LP002263,4698.0,5,Unknown,143.3972602739726,1,43
LP002522,2500.0,5,Unknown,143.3972602739726,1,43
LP001123,2400.0,5,Unknown,143.3972602739726,1,43
LP001643,4521.0,5,Unknown,150.59310344827585,1,43
LP001405,3612.0,5,Unknown,143.3972602739726,1,43
LP002478,6166.0,5,Unknown,141.90217391304347,1,43
LP002036,4192.0,5,Unknown,143.3972602739726,1,43
LP002447,3414.0,5,Unknown,143.3972602739726,1,43
LP001634,6979.0,5,Unknown,150.59310344827585,0,43
LP002898,1880.0,5,Unknown,150.59310344827585,0,43
LP002717,6525.0,5,Unknown,150.59310344827585,1,43
LP002949,42083.0,5,Unknown,143.3972602739726,0,43
